ticker,company_name,price,chg_pct,net_score,bull,bear,verdict,bars,mode,Candle,Candle_label,Volume,Volume_label,SMA,SMA_label,Gaps,Gaps_label,Stoch,Stoch_label,CCI,CCI_label,RR,RR_label,sig_7,sig_7_label,sig_8,sig_8_label,fib_anchor,fib_swing_high,fib_swing_low,fib_direction,fib_entry,fib_entry_label,fib_stop,fib_stop_label,fib_t1,fib_t1_label,fib_t2,fib_t2_label,fib_t3,fib_t3_label,fib_rr_t1,fib_rr_t2,fib_rr_t3,fib_next_target,fib_next_label,fib_support_1,fib_resistance_1,fib_r_R 23p6,fib_r_R 38p2,fib_r_R 50p0,fib_r_R 61p8,fib_r_R 78p6,fib_e_E 100p0,fib_e_E 127p2,fib_e_E 138p2,fib_e_E 161p8,fib_e_E 200p0,fib_e_E 261p8
LUV,Southwest Airlines Co.,44.29,,1,4,3,Neutral,251,Daily,bull,Bullish engulfing,neutral,In line with trend,bull,Wide divergence above SMA,bear,1 open gap(s) above (resistance),bear,Overbought · Wide divergence,bull,Bullish zone,bear,Rejection at prior resistance,bull,Outperforming SPY strongly (+4.5% 10-bar),neutral,Intraday only,session,44.34,40.82,bullish,43.0,R 38.2%,42.16,R 61.8%,44.34,E 100.0%,45.3,E 127.2%,46.52,E 161.8%,1.6,2.74,4.19,44.34,E 100.0%,43.51,44.34,43.51,43.0,42.58,42.16,41.57,44.34,45.3,45.68,46.52,47.86,50.04
LYV,"Live Nation Entertainment, Inc.",172.33,,1,4,3,Neutral,251,Daily,bear,Stale green (3-bar exhaustion),bull,Above trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bear,Overbought · Wide divergence,bear,Overbought (> +100),bull,Breakout above prior resistance,bull,Outperforming SPY strongly (+5.4% 10-bar),neutral,Intraday only,session,174.94,158.02,bullish,168.48,R 38.2%,164.48,R 61.8%,174.94,E 100.0%,179.54,E 127.2%,185.4,E 161.8%,1.62,2.77,4.23,174.94,E 100.0%,170.95,174.94,170.95,168.48,166.48,164.48,161.64,174.94,179.54,181.4,185.4,191.86,202.32
MCD,McDonald's Corporation,284.77,,1,4,3,Neutral,251,Daily,bull,Bullish bar,neutral,In line with trend,bull,Near 20-period SMA (above),bear,2 open gap(s) above (resistance),bear,Overbought,bear,Overbought (> +100),bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+5.4% 10-bar),neutral,Intraday only,session,286.45,271.85,bullish,280.87,R 38.2%,277.43,R 61.8%,286.45,E 100.0%,290.42,E 127.2%,295.47,E 161.8%,1.62,2.78,4.24,286.45,E 100.0%,283.0,286.45,283.0,280.87,279.15,277.43,274.97,286.45,290.42,292.03,295.47,301.05,310.07
MET,"MetLife, Inc.",87.58,,1,4,3,Neutral,251,Daily,bear,Stale green (3-bar exhaustion),neutral,In line with trend,bull,Wide divergence above SMA,bull,1 open gap(s) below (support),bear,Overbought,bear,Overbought (> +100),bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+9.1% 10-bar),neutral,Intraday only,session,87.96,80.51,bullish,85.11,R 38.2%,83.36,R 61.8%,87.96,E 100.0%,89.99,E 127.2%,92.56,E 161.8%,1.63,2.79,4.26,87.96,E 100.0%,86.2,87.96,86.2,85.11,84.24,83.36,82.1,87.96,89.99,90.81,92.56,95.41,100.01
MLM,"Martin Marietta Materials, Inc.",565.54,,1,3,2,Neutral,251,Daily,bull,Bullish harami,neutral,In line with trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bull,%K above %D (bullish cross),bear,Bearish zone,bear,Break below prior support,neutral,In line with market,neutral,Intraday only,session,591.96,545.56,bullish,574.24,R 38.2%,563.28,R 61.8%,591.96,E 100.0%,604.58,E 127.2%,620.64,E 161.8%,1.62,2.77,4.23,591.96,E 100.0%,563.28,568.76,581.01,574.24,568.76,563.28,555.49,591.96,604.58,609.68,620.64,638.36,667.04
MNST,Monster Beverage Corporation,92.03,,1,4,3,Neutral,251,Daily,bear,Stale green (3-bar exhaustion),neutral,In line with trend,bull,Near 20-period SMA (above),bull,4 open gap(s) below (support),bear,Overbought,bear,Overbought (> +100),bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+6.8% 10-bar),neutral,Intraday only,session,92.46,87.23,bullish,90.46,R 38.2%,89.23,R 61.8%,92.46,E 100.0%,93.88,E 127.2%,95.69,E 161.8%,1.63,2.78,4.25,92.46,E 100.0%,91.23,92.46,91.23,90.46,89.85,89.23,88.35,92.46,93.88,94.46,95.69,97.69,100.92
NEM,Newmont Corporation,97.59,,1,4,3,Neutral,251,Daily,bull,Bullish bar,bull,Above trend,bear,Wide divergence below SMA,neutral,Open gaps above and below,bull,%K above %D (bullish cross),bull,Oversold (< -100),bear,Below SMA (acting as resistance),bear,Underperforming SPY strongly (-7.6% 10-bar),neutral,Intraday only,session,110.34,92.03,bullish,103.35,R 38.2%,99.02,R 61.8%,110.34,E 100.0%,115.32,E 127.2%,121.66,E 161.8%,1.61,2.76,4.23,110.34,E 100.0%,95.95,99.02,106.02,103.35,101.18,99.02,95.95,110.34,115.32,117.33,121.66,128.65,139.97
NI,NiSource Inc.,46.62,,1,3,2,Neutral,251,Daily,bear,Bearish bar,neutral,Significantly below trend,bear,Near 20-period SMA (below),neutral,No open gaps nearby,bull,%K above %D (bullish cross),bull,Bullish zone · Zero-line cross ↑,bull,Bounce off prior support,neutral,In line with market,neutral,Intraday only,session,47.25,45.09,bullish,46.42,R 38.2%,45.92,R 61.8%,47.25,E 100.0%,47.84,E 127.2%,48.58,E 161.8%,1.66,2.84,4.32,47.25,E 100.0%,46.42,46.74,46.74,46.42,46.17,45.92,45.55,47.25,47.84,48.08,48.58,49.41,50.74
NVDA,NVIDIA Corporation,204.87,,1,4,3,Neutral,251,Daily,bull,Bullish bar,neutral,In line with trend,bear,Wide divergence below SMA,bull,6 open gap(s) below (support),bull,Oversold,bull,Oversold (< -100),bear,Below SMA (acting as resistance),bear,Underperforming SPY moderately (-2.0% 10-bar),neutral,Intraday only,session,232.01,199.34,bullish,219.53,R 38.2%,211.82,R 61.8%,232.01,E 100.0%,240.9,E 127.2%,252.2,E 161.8%,1.62,2.77,4.24,232.01,E 100.0%,,206.33,224.3,219.53,215.67,211.82,206.33,232.01,240.9,244.49,252.2,264.68,284.87
ODFL,"Old Dominion Freight Line, Inc.",247.76,,1,4,3,Neutral,251,Daily,bear,Stale green (3-bar exhaustion),neutral,In line with trend,bull,Wide divergence above SMA,bull,2 open gap(s) below (support),bear,Overbought,bear,Overbought (> +100),bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+14.6% 10-bar),neutral,Intraday only,session,252.03,223.63,bullish,241.18,R 38.2%,234.48,R 61.8%,252.03,E 100.0%,259.75,E 127.2%,269.58,E 161.8%,1.62,2.77,4.24,252.03,E 100.0%,245.33,252.03,245.33,241.18,237.83,234.48,229.71,252.03,259.75,262.88,269.58,280.43,297.98
OKE,"ONEOK, Inc.",89.2,,1,4,3,Neutral,251,Daily,bear,Bearish bar,neutral,In line with trend,bear,Near 20-period SMA (below),bull,1 open gap(s) below (support),bull,%K above %D (bullish cross),bull,Bullish zone,bear,Below SMA (acting as resistance),bull,Outperforming SPY strongly (+4.7% 10-bar),neutral,Intraday only,session,92.14,84.95,bullish,89.39,R 38.2%,87.7,R 61.8%,92.14,E 100.0%,94.1,E 127.2%,96.58,E 161.8%,1.63,2.79,4.25,92.14,E 100.0%,88.54,89.39,90.44,89.39,88.54,87.7,86.49,92.14,94.1,94.89,96.58,99.33,103.77
PAYX,"Paychex, Inc.",99.27,,1,4,3,Neutral,251,Daily,bear,Stale green (3-bar exhaustion),neutral,In line with trend,bull,Near 20-period SMA (above),bear,3 open gap(s) above (resistance),bear,%K below %D (bearish cross),bull,Bullish zone,bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+6.2% 10-bar),neutral,Intraday only,session,102.03,97.26,bullish,100.21,R 38.2%,99.08,R 61.8%,102.03,E 100.0%,103.33,E 127.2%,104.98,E 161.8%,1.61,2.76,4.22,102.03,E 100.0%,99.08,99.65,100.9,100.21,99.65,99.08,98.28,102.03,103.33,103.85,104.98,106.8,109.75
PNW,Pinnacle West Capital Corporation,102.4,,1,4,3,Neutral,251,Daily,bear,Bearish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),bull,1 open gap(s) below (support),bear,%K below %D (bearish cross),bull,Bullish zone,bear,Rejection at prior resistance,bull,Outperforming SPY strongly (+3.8% 10-bar),neutral,Intraday only,session,104.42,97.35,bullish,101.72,R 38.2%,100.05,R 61.8%,104.42,E 100.0%,106.34,E 127.2%,108.79,E 161.8%,1.62,2.77,4.23,104.42,E 100.0%,101.72,102.75,102.75,101.72,100.88,100.05,98.86,104.42,106.34,107.12,108.79,111.49,115.86
PWR,"Quanta Services, Inc.",683.29,,1,4,3,Neutral,251,Daily,bull,Bullish bar,neutral,Significantly below trend,bear,Near 20-period SMA (below),bull,2 open gap(s) below (support),bull,%K above %D (bullish cross),bull,Oversold (< -100),bear,Below SMA (acting as resistance),bear,Underperforming SPY strongly (-4.2% 10-bar),neutral,Intraday only,session,730.04,642.11,bullish,696.45,R 38.2%,675.7,R 61.8%,730.04,E 100.0%,753.96,E 127.2%,784.38,E 161.8%,1.62,2.77,4.24,730.04,E 100.0%,675.7,686.07,709.29,696.45,686.07,675.7,660.93,730.04,753.96,763.63,784.38,817.97,872.31
PYPL,"PayPal Holdings, Inc.",41.24,,1,3,2,Neutral,251,Daily,bull,Bullish engulfing,neutral,In line with trend,bear,Near 20-period SMA (below),neutral,Open gaps above and below,bull,Oversold,bull,Oversold (< -100),bear,Below SMA (acting as resistance),neutral,In line with market,neutral,Intraday only,session,44.99,40.2,bullish,43.16,R 38.2%,42.03,R 61.8%,44.99,E 100.0%,46.3,E 127.2%,47.95,E 161.8%,1.62,2.78,4.24,44.99,E 100.0%,41.23,42.03,43.86,43.16,42.6,42.03,41.23,44.99,46.3,46.82,47.95,49.78,52.74
RL,Ralph Lauren Corporation,393.3,,1,4,3,Neutral,251,Daily,bull,Bullish bar,neutral,Significantly below trend,bull,Wide divergence above SMA,bull,1 open gap(s) below (support),bear,Overbought,bear,Overbought (> +100),bear,Rejection at prior resistance,bull,Outperforming SPY strongly (+8.3% 10-bar),neutral,Intraday only,session,395.15,355.0,bullish,379.82,R 38.2%,370.34,R 61.8%,395.15,E 100.0%,406.08,E 127.2%,419.97,E 161.8%,1.62,2.77,4.24,395.15,E 100.0%,385.68,395.15,385.68,379.82,375.08,370.34,363.59,395.15,406.08,410.49,419.97,435.31,460.13
ROST,"Ross Stores, Inc.",239.11,,1,4,3,Neutral,251,Daily,bear,Stale green (3-bar exhaustion),neutral,In line with trend,bull,Wide divergence above SMA,bull,5 open gap(s) below (support),bear,Overbought,bear,Overbought (> +100),bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+7.7% 10-bar),neutral,Intraday only,session,240.51,221.57,bullish,233.27,R 38.2%,228.8,R 61.8%,240.51,E 100.0%,245.66,E 127.2%,252.22,E 161.8%,1.62,2.77,4.24,240.51,E 100.0%,236.04,240.51,236.04,233.27,231.04,228.8,225.62,240.51,245.66,247.75,252.22,259.45,271.16
RSG,"Republic Services, Inc.",208.05,,1,4,3,Neutral,251,Daily,bear,Bearish engulfing,neutral,In line with trend,bull,Near 20-period SMA (above),bear,2 open gap(s) above (resistance),bear,%K below %D (bearish cross),bull,Bullish zone,bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+4.4% 10-bar),neutral,Intraday only,session,214.04,197.62,bullish,207.77,R 38.2%,203.89,R 61.8%,214.04,E 100.0%,218.51,E 127.2%,224.19,E 161.8%,1.62,2.77,4.23,214.04,E 100.0%,207.77,210.16,210.16,207.77,205.83,203.89,201.13,214.04,218.51,220.31,224.19,230.46,240.61
SBAC,SBA Communications Corporation,203.65,,1,3,2,Neutral,251,Daily,bear,Bearish bar,neutral,In line with trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bear,%K below %D (bearish cross),bull,Bullish zone,bull,Above SMA (acting as support),neutral,In line with market,neutral,Intraday only,session,210.88,193.83,bullish,204.37,R 38.2%,200.34,R 61.8%,210.88,E 100.0%,215.52,E 127.2%,221.42,E 161.8%,1.62,2.77,4.23,210.88,E 100.0%,202.36,204.37,206.86,204.37,202.36,200.34,197.48,210.88,215.52,217.39,221.42,227.93,238.47
SCHW,The Charles Schwab Corporation,88.7,,1,4,3,Neutral,251,Daily,bear,Bearish bar,neutral,Significantly below trend,bear,Near 20-period SMA (below),bear,1 open gap(s) above (resistance),bull,%K above %D (bullish cross),bull,Bullish zone,bull,Bounce off prior support,bull,Outperforming SPY strongly (+6.2% 10-bar),neutral,Intraday only,session,90.25,85.58,bullish,88.47,R 38.2%,87.36,R 61.8%,90.25,E 100.0%,91.52,E 127.2%,93.14,E 161.8%,1.6,2.75,4.21,90.25,E 100.0%,88.47,89.15,89.15,88.47,87.92,87.36,86.58,90.25,91.52,92.03,93.14,94.92,97.81
SJM,The J. M. Smucker Company,116.83,,1,4,3,Neutral,251,Daily,bear,Stale green (3-bar exhaustion),neutral,Significantly below trend,bull,Wide divergence above SMA,bull,1 open gap(s) below (support),bear,Overbought,bear,Overbought (> +100),bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+14.3% 10-bar),neutral,Intraday only,session,117.3,99.42,bullish,110.47,R 38.2%,106.25,R 61.8%,117.3,E 100.0%,122.16,E 127.2%,128.35,E 161.8%,1.62,2.77,4.24,117.3,E 100.0%,113.08,117.3,113.08,110.47,108.36,106.25,103.25,117.3,122.16,124.13,128.35,135.18,146.23
SOLV,Solventum Corporation,79.22,,1,3,2,Neutral,251,Daily,bear,Bearish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bear,%K below %D (bearish cross) · Wide,bull,Bullish zone,bull,Above SMA (acting as support),neutral,"Short-term pullback, medium-term RS intact",neutral,Intraday only,session,83.42,74.82,bullish,80.14,R 38.2%,78.11,R 61.8%,83.42,E 100.0%,85.76,E 127.2%,88.73,E 161.8%,1.62,2.77,4.23,83.42,E 100.0%,79.12,80.14,81.39,80.14,79.12,78.11,76.66,83.42,85.76,86.7,88.73,92.01,97.33
SPG,"Simon Property Group, Inc.",214.86,,1,4,3,Neutral,251,Daily,bear,Bearish bar,neutral,In line with trend,bull,Wide divergence above SMA,bull,2 open gap(s) below (support),bear,Overbought,bear,Overbought (> +100),bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+7.3% 10-bar),neutral,Intraday only,session,216.28,200.07,bullish,210.09,R 38.2%,206.26,R 61.8%,216.28,E 100.0%,220.69,E 127.2%,226.3,E 161.8%,1.62,2.77,4.23,216.28,E 100.0%,212.45,216.28,212.45,210.09,208.17,206.26,203.54,216.28,220.69,222.47,226.3,232.49,242.52
SWKS,"Skyworks Solutions, Inc.",72.73,,1,4,3,Neutral,251,Daily,bull,Bullish bar,neutral,In line with trend,bear,Near 20-period SMA (below),bull,1 open gap(s) below (support),bull,%K above %D (bullish cross),bear,Bearish zone,bull,Breakout above prior resistance,bear,Underperforming SPY strongly (-8.4% 10-bar),neutral,Intraday only,session,82.41,69.37,bullish,77.43,R 38.2%,74.35,R 61.8%,82.41,E 100.0%,85.96,E 127.2%,90.47,E 161.8%,1.62,2.77,4.23,82.41,E 100.0%,72.16,74.35,79.33,77.43,75.89,74.35,72.16,82.41,85.96,87.39,90.47,95.45,103.51
TMO,Thermo Fisher Scientific Inc.,475.66,,1,3,2,Neutral,251,Daily,bear,Bearish bar,neutral,In line with trend,bull,Near 20-period SMA (above),neutral,Open gaps above and below,bear,%K below %D (bearish cross) · Wide,bull,Bullish zone,bull,Above SMA (acting as support),neutral,"Short-term bounce, weak medium-term RS",neutral,Intraday only,session,494.36,466.82,bullish,483.84,R 38.2%,477.34,R 61.8%,494.36,E 100.0%,501.85,E 127.2%,511.38,E 161.8%,1.62,2.77,4.24,494.36,E 100.0%,472.71,477.34,487.86,483.84,480.59,477.34,472.71,494.36,501.85,504.88,511.38,521.9,538.92
TPL,Texas Pacific Land Corporation,369.55,,1,4,3,Neutral,251,Daily,bull,Stale red (3-bar reversal),neutral,Significantly below trend,bear,Wide divergence below SMA,bull,1 open gap(s) below (support),bull,Oversold,bull,Oversold (< -100),bear,Break below prior support,bear,Underperforming SPY strongly (-5.5% 10-bar),neutral,Intraday only,session,413.69,361.2,bullish,393.64,R 38.2%,381.25,R 61.8%,413.69,E 100.0%,427.97,E 127.2%,446.13,E 161.8%,1.62,2.77,4.24,413.69,E 100.0%,,372.43,401.3,393.64,387.45,381.25,372.43,413.69,427.97,433.74,446.13,466.18,498.62
TPR,"Tapestry, Inc.",145.39,,1,4,3,Neutral,251,Daily,bull,Bullish bar,neutral,In line with trend,bull,Near 20-period SMA (above),bear,1 open gap(s) above (resistance),bear,Overbought,bear,Overbought (> +100),bull,Above SMA (acting as support),bull,Outperforming SPY moderately (+2.5% 10-bar),neutral,Intraday only,session,147.41,135.09,bullish,142.71,R 38.2%,139.8,R 61.8%,147.41,E 100.0%,150.76,E 127.2%,155.02,E 161.8%,1.62,2.77,4.23,147.41,E 100.0%,144.5,147.41,144.5,142.71,141.25,139.8,137.73,147.41,150.76,152.11,155.02,159.73,167.34
UNH,UnitedHealth Group Incorporated,405.55,,1,4,3,Neutral,251,Daily,bear,Bearish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),bull,6 open gap(s) below (support),bear,%K below %D (bearish cross),bear,Overbought (> +100),bull,Breakout above prior resistance,bull,Outperforming SPY strongly (+8.2% 10-bar),neutral,Intraday only,session,415.98,374.72,bullish,400.22,R 38.2%,390.48,R 61.8%,415.98,E 100.0%,427.2,E 127.2%,441.48,E 161.8%,1.62,2.77,4.24,415.98,E 100.0%,400.22,406.24,406.24,400.22,395.35,390.48,383.55,415.98,427.2,431.74,441.48,457.24,482.74
UNP,Union Pacific Corporation,268.28,,1,4,3,Neutral,251,Daily,bull,Bullish harami,neutral,In line with trend,bull,Near 20-period SMA (above),bull,2 open gap(s) below (support),bear,%K below %D (bearish cross),bear,Bearish zone · Zero-line cross ↓,bear,Rejection at prior resistance,bull,Outperforming SPY strongly (+3.2% 10-bar),neutral,Intraday only,session,274.13,260.62,bullish,268.97,R 38.2%,265.78,R 61.8%,274.13,E 100.0%,277.8,E 127.2%,282.48,E 161.8%,1.62,2.77,4.24,274.13,E 100.0%,267.38,268.97,270.94,268.97,267.38,265.78,263.51,274.13,277.8,279.29,282.48,287.64,295.99
WBD,"Warner Bros. Discovery, Inc.",26.86,,1,3,2,Neutral,251,Daily,bull,Bullish bar,neutral,In line with trend,bear,Near 20-period SMA (below),neutral,Open gaps above and below,bull,%K above %D (bullish cross) · Wide,bear,Bearish zone,bull,Bounce off prior support,neutral,In line with market,neutral,Intraday only,session,27.36,25.91,bullish,26.81,R 38.2%,26.46,R 61.8%,27.36,E 100.0%,27.75,E 127.2%,28.26,E 161.8%,1.57,2.69,4.14,27.36,E 100.0%,26.81,27.02,27.02,26.81,26.64,26.46,26.22,27.36,27.75,27.91,28.26,28.81,29.71
WEC,"WEC Energy Group, Inc.",113.07,,1,4,3,Neutral,251,Daily,bear,Bearish engulfing,neutral,Significantly below trend,bull,Near 20-period SMA (above),bull,1 open gap(s) below (support),bear,%K below %D (bearish cross),bear,Overbought (> +100),bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+3.5% 10-bar),neutral,Intraday only,session,115.5,108.97,bullish,113.01,R 38.2%,111.46,R 61.8%,115.5,E 100.0%,117.28,E 127.2%,119.54,E 161.8%,1.61,2.75,4.21,115.5,E 100.0%,113.01,113.96,113.96,113.01,112.24,111.46,110.37,115.5,117.28,117.99,119.54,122.03,126.07
XYL,Xylem Inc.,109.05,,1,4,3,Neutral,251,Daily,bull,Bullish harami,neutral,Significantly below trend,bull,Near 20-period SMA (above),bear,2 open gap(s) above (resistance),bear,%K below %D (bearish cross),bear,Bearish zone,bull,Bounce off prior support,bull,Outperforming SPY moderately (+2.0% 10-bar),neutral,Intraday only,session,111.84,106.54,bullish,109.82,R 38.2%,108.56,R 61.8%,111.84,E 100.0%,113.28,E 127.2%,115.12,E 161.8%,1.6,2.75,4.21,111.84,E 100.0%,108.56,109.19,110.59,109.82,109.19,108.56,107.67,111.84,113.28,113.86,115.12,117.14,120.42
A,"Agilent Technologies, Inc.",129.55,,0,3,3,Neutral,251,Daily,bear,Bearish bar,neutral,In line with trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bear,%K below %D (bearish cross),bull,Bullish zone,bull,Above SMA (acting as support),bear,Underperforming SPY moderately (-2.1% 10-bar),neutral,Intraday only,session,141.09,127.46,neutral,134.28,R 50.0%,130.38,R 78.6%,137.87,R 23.6%,141.09,E 100.0%,144.8,E 127.2%,0.92,1.75,2.7,134.28,R 50.0%,,130.38,137.87,135.89,134.28,132.67,130.38,141.09,144.8,146.29,149.51,154.71,163.14
AAPL,Apple Inc.,295.63,,0,3,3,Neutral,251,Daily,bull,Hammer,neutral,In line with trend,bear,Near 20-period SMA (below),neutral,Open gaps above and below,bull,%K above %D (bullish cross),bull,Oversold (< -100),bear,Rejection at prior resistance,bear,Underperforming SPY strongly (-3.2% 10-bar),neutral,Intraday only,session,317.4,287.38,neutral,302.39,R 50.0%,293.8,R 78.6%,310.32,R 23.6%,317.4,E 100.0%,325.57,E 127.2%,0.92,1.75,2.7,302.39,R 50.0%,293.8,298.85,310.32,305.93,302.39,298.85,293.8,317.4,325.57,328.87,335.95,347.42,365.97
ALB,Albemarle Corporation,159.06,,0,3,3,Neutral,251,Daily,bull,Bullish bar,neutral,In line with trend,bear,Wide divergence below SMA,neutral,Open gaps above and below,bull,%K above %D (bullish cross) · Wide,bull,Oversold (< -100),bear,Below SMA (acting as resistance),bear,Underperforming SPY strongly (-7.6% 10-bar),neutral,Intraday only,session,173.84,146.76,neutral,160.3,R 50.0%,152.56,R 78.6%,167.45,R 23.6%,173.84,E 100.0%,181.21,E 127.2%,0.92,1.75,2.7,160.3,R 50.0%,157.1,160.3,167.45,163.5,160.3,157.1,152.56,173.84,181.21,184.18,190.58,200.92,217.66
ALL,The Allstate Corporation,219.57,,0,3,3,Neutral,251,Daily,bear,Bearish engulfing,neutral,Significantly below trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bear,%K below %D (bearish cross),bull,Bullish zone,bear,Rejection at prior resistance,bull,Outperforming SPY strongly (+8.7% 10-bar),neutral,Intraday only,session,225.27,206.29,neutral,215.78,R 50.0%,210.35,R 78.6%,220.79,R 23.6%,225.27,E 100.0%,230.43,E 127.2%,0.92,1.75,2.7,215.78,R 50.0%,218.02,220.79,220.79,218.02,215.78,213.54,210.35,225.27,230.43,232.52,237.0,244.25,255.98
AMP,"Ameriprise Financial, Inc.",450.38,,0,3,3,Neutral,251,Daily,bear,Bearish harami,neutral,Significantly below trend,bear,Near 20-period SMA (below),neutral,Open gaps above and below,bull,%K above %D (bullish cross),bear,Bearish zone,bull,Bounce off prior support,bull,Outperforming SPY strongly (+4.6% 10-bar),neutral,Intraday only,session,458.52,433.24,neutral,445.88,R 50.0%,438.65,R 78.6%,452.55,R 23.6%,458.52,E 100.0%,465.4,E 127.2%,0.92,1.75,2.7,445.88,R 50.0%,448.86,452.55,452.55,448.86,445.88,442.9,438.65,458.52,465.4,468.18,474.14,483.8,499.42
AMT,American Tower Corporation,189.31,,0,3,3,Neutral,251,Daily,bear,Bearish bar,neutral,In line with trend,bull,Near 20-period SMA (above),bear,2 open gap(s) above (resistance),bear,%K below %D (bearish cross),bull,Bullish zone,bull,Above SMA (acting as support),neutral,In line with market,neutral,Intraday only,session,196.08,181.47,neutral,188.78,R 50.0%,184.6,R 78.6%,192.63,R 23.6%,196.08,E 100.0%,200.05,E 127.2%,0.92,1.75,2.7,188.78,R 50.0%,188.78,190.5,192.63,190.5,188.78,187.05,184.6,196.08,200.05,201.66,205.11,210.69,219.72
